date,open,high,low,close,volume,symbol
2024-03-22,10.926,10.941,10.853,10.895,3879190.0,sh600000
2024-03-25,10.863,10.818,10.749,10.816,6596411.0,sh600000
2024-01-02,46.424,46.464,46.335,46.462,2007293.0,sh601318
2024-01-03,45.956,45.971,45.862,45.893,5774183.0,sh601318
2024-01-04,45.434,45.536,45.358,45.409,4366612.0,sh601318
2024-01-05,44.419,44.631,44.305,44.434,9411855.0,sh601318
2024-01-08,45.228,45.389,45.192,45.203,6267180.0,sh601318
2024-01-09,43.119,43.246,43.061,43.123,8807313.0,sh601318
2024-01-10,44.684,44.79,44.571,44.627,3704238.0,sh601318
2024-01-11,44.024,43.982,43.924,43.948,3630708.0,sh601318
2024-01-12,44.338,44.348,44.2,44.228,4494679.0,sh601318
2024-01-15,43.938,44.094,44.0,44.008,6517209.0,sh601318
2024-01-16,45.222,45.313,45.179,45.295,2767640.0,sh601318
2024-01-17,43.403,43.489,43.391,43.428,7723771.0,sh601318
2024-01-18,43.156,43.271,42.958,43.148,2285160.0,sh601318
2024-01-19,42.861,42.872,42.706,42.817,7080526.0,sh601318
2024-01-22,43.804,43.867,43.722,43.788,6173036.0,sh601318
2024-01-23,42.723,42.887,42.662,42.825,2425472.0,sh601318
2024-01-24,42.662,42.729,42.617,42.677,1048984.0,sh601318
2024-01-25,41.969,42.042,41.886,41.928,7556168.0,sh601318
2024-01-26,41.975,42.043,41.882,41.963,2504384.0,sh601318
2024-01-29,42.49,42.457,42.348,42.452,3230919.0,sh601318
2024-01-30,41.507,41.536,41.478,41.518,7940119.0,sh601318
2024-01-31,42.458,42.478,42.386,42.468,2737095.0,sh601318
2024-02-01,43.243,43.321,43.178,43.234,5780450.0,sh601318
2024-02-02,43.689,43.744,43.473,43.668,8469344.0,sh601318
2024-02-05,44.465,44.508,44.322,44.455,3109818.0,sh601318
2024-02-06,43.853,43.861,43.671,43.847,3231785.0,sh601318
2024-02-07,43.706,43.747,43.575,43.74,4853339.0,sh601318
2024-02-08,42.94,42.983,42.832,42.921,1996107.0,sh601318
2024-02-09,42.697,42.714,42.579,42.691,8130144.0,sh601318
2024-02-12,43.2,43.212,42.948,43.144,5545583.0,sh601318
2024-02-13,42.607,42.578,42.514,42.547,4747389.0,sh601318
2024-02-14,42.219,42.453,42.075,42.209,5142807.0,sh601318
2024-02-15,41.611,41.733,41.518,41.629,8988004.0,sh601318
2024-02-16,40.894,41.144,40.867,40.926,7245035.0,sh601318
2024-02-19,40.397,40.42,40.252,40.376,4602279.0,sh601318
2024-02-20,40.37,40.376,40.278,40.366,6515989.0,sh601318
2024-02-21,39.447,39.478,39.402,39.464,3121690.0,sh601318
2024-02-22,39.651,39.661,39.605,39.649,1491234.0,sh601318
2024-02-23,40.934,40.967,40.824,40.965,6401218.0,sh601318
2024-02-26,41.608,41.685,41.56,41.573,7914550.0,sh601318
2024-02-27,41.391,41.465,41.252,41.414,7167294.0,sh601318
2024-02-28,40.74,40.778,40.628,40.678,7906726.0,sh601318
2024-02-29,40.091,40.095,39.915,40.071,6888794.0,sh601318
2024-03-01,41.457,41.457,41.416,41.427,8558158.0,sh601318
2024-03-04,41.414,41.518,41.347,41.469,7510425.0,sh601318
2024-03-05,40.949,40.958,40.696,40.941,9511017.0,sh601318
2024-03-06,41.134,41.196,41.042,41.097,8887739.0,sh601318
2024-03-07,42.776,42.845,42.803,42.823,1769598.0,sh601318
2024-03-08,42.913,43.145,42.856,42.926,6292895.0,sh601318
2024-03-11,43.458,43.646,43.436,43.456,8971379.0,sh601318
2024-03-12,43.648,43.782,43.693,43.717,4331068.0,sh601318
2024-03-13,43.425,43.499,43.389,43.409,4256415.0,sh601318
2024-03-14,42.459,42.67,42.351,42.417,1874371.0,sh601318
2024-03-15,42.078,42.146,41.941,42.121,6654237.0,sh601318
2024-03-18,41.962,41.949,41.933,41.945,1973548.0,sh601318
2024-03-19,42.371,42.459,42.314,42.437,4344014.0,sh601318
2024-03-20,43.147,43.282,43.031,43.149,8064746.0,sh601318
2024-03-21,43.872,43.981,43.886,43.952,7216204.0,sh601318
2024-03-22,44.26,44.271,44.036,44.203,6193542.0,sh601318
2024-03-25,45.006,45.018,44.903,44.986,3959034.0,sh601318
2024-01-02,11.879,12.002,11.766,11.9,5574293.0,sz000001
2024-01-03,11.88,11.93,11.856,11.887,7706971.0,sz000001
2024-01-04,11.377,11.411,11.333,11.379,1043585.0,sz000001
2024-01-05,11.768,11.794,11.701,11.752,3539448.0,sz000001
2024-01-08,11.228,11.41,11.248,11.33,1109556.0,sz000001
2024-01-09,11.142,11.266,11.077,11.14,2575557.0,sz000001
2024-01-10,11.218,11.327,11.106,11.252,9306461.0,sz000001
2024-01-11,10.9,11.071,10.938,10.972,3009021.0,sz000001
2024-01-12,10.766,10.85,10.703,10.739,2201482.0,sz000001
2024-01-15,10.581,10.721,10.482,10.544,1542335.0,sz000001
2024-01-16,10.628,10.672,10.564,10.66,5270070.0,sz000001
2024-01-17,11.191,11.199,11.073,11.149,7700379.0,sz000001
2024-01-18,11.139,11.265,11.045,11.158,4560920.0,sz000001
2024-01-19,10.912,10.968,10.838,10.909,7860006.0,sz000001
2024-01-22,10.972,11.045,10.904,11.027,3484413.0,sz000001
2024-01-23,10.974,10.997,10.715,10.895,3907360.0,sz000001
2024-01-24,10.758,11.039,10.873,10.891,6895544.0,sz000001
2024-01-25,11.142,11.231,11.092,11.147,6697469.0,sz000001
2024-01-26,11.015,11.03,10.877,10.98,3235000.0,sz000001
2024-01-29,10.88,10.995,10.949,10.982,7908531.0,sz000001
2024-01-30,10.78,10.931,10.674,10.789,5322252.0,sz000001
2024-01-31,10.752,10.781,10.713,10.755,6822184.0,sz000001
2024-02-01,10.852,10.965,10.796,10.811,1402690.0,sz000001
2024-02-02,10.659,10.805,10.447,10.597,3548421.0,sz000001
2024-02-05,10.505,10.853,10.438,10.525,2954109.0,sz000001
2024-02-06,10.406,10.572,10.367,10.475,5422880.0,sz000001
2024-02-07,10.41,10.521,10.275,10.342,8205547.0,sz000001
2024-02-08,10.157,10.139,10.023,10.096,9323735.0,sz000001
2024-02-09,9.786,9.879,9.703,9.809,7457294.0,sz000001
2024-02-12,9.797,9.849,9.768,9.779,2384250.0,sz000001
2024-02-13,9.746,9.787,9.541,9.726,1061087.0,sz000001
2024-02-14,10.189,10.161,10.127,10.16,7409907.0,sz000001
2024-02-15,9.676,9.689,9.634,9.666,2496176.0,sz000001
2024-02-16,9.758,9.894,9.553,9.688,1039353.0,sz000001
2024-02-19,9.672,9.82,9.689,9.759,7484531.0,sz000001
2024-02-20,10.077,10.067,10.001,10.025,4360011.0,sz000001
2024-02-21,10.144,10.237,10.07,10.125,8654909.0,sz000001
2024-02-22,9.943,9.982,9.924,9.954,5259622.0,sz000001
2024-02-23,10.013,10.129,9.899,9.954,5959617.0,sz000001
2024-02-26,9.945,10.107,9.978,10.062,6725570.0,sz000001
2024-02-27,10.057,10.125,9.968,9.999,1416880.0,sz000001
2024-02-28,10.173,10.247,9.939,10.153,8072695.0,sz000001
2024-02-29,9.717,9.821,9.762,9.774,8433296.0,sz000001
2024-03-01,10.134,10.238,10.028,10.112,5965050.0,sz000001
2024-03-04,10.394,10.422,10.403,10.409,1813168.0,sz000001
2024-03-05,10.469,10.415,10.206,10.339,1225281.0,sz000001
2024-03-06,10.558,10.49,10.353,10.466,4782875.0,sz000001
2024-03-07,10.498,10.526,10.439,10.476,3995765.0,sz000001
2024-03-08,10.266,10.713,10.194,10.302,8734102.0,sz000001
2024-03-11,10.291,10.402,10.23,10.32,6595108.0,sz000001
2024-03-12,10.51,10.68,10.488,10.527,6674719.0,sz000001
2024-03-13,10.418,10.645,10.349,10.446,9658144.0,sz000001
2024-03-14,10.323,10.404,10.349,10.368,7609280.0,sz000001
2024-03-15,10.323,10.43,10.286,10.353,6500306.0,sz000001
2024-03-18,10.428,10.479,10.34,10.442,5372093.0,sz000001
2024-03-19,10.683,10.797,10.664,10.709,2561729.0,sz000001
2024-03-20,10.538,10.613,10.323,10.573,6031595.0,sz000001
2024-03-21,10.634,10.712,10.498,10.681,6478047.0,sz000001
2024-03-22,10.855,10.786,10.556,10.727,2119043.0,sz000001
2024-03-25,10.255,10.443,10.321,10.328,8103230.0,sz000001
